Time,Action,Path,Mode,From,To,To UID,To GID,To User Name,To Group Name,Size,Offset,Result,UID,PID,PPID,Command Line
1490383122916 ,read-request,/home/lubuntu/src/file_access_monitor/test_workflows/in2.csv,,,,,,,,4096,0,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383122916 ,read,/home/lubuntu/src/file_access_monitor/test_workflows/in2.csv,,,,,,,,14,0,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383122917 ,read-request,/home/lubuntu/src/file_access_monitor/test_workflows/in3.csv,,,,,,,,4096,0,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383122917 ,read,/home/lubuntu/src/file_access_monitor/test_workflows/in3.csv,,,,,,,,14,0,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383122918 ,read-request,/home/lubuntu/src/file_access_monitor/test_workflows/in4.csv,,,,,,,,4096,0,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383122918 ,read,/home/lubuntu/src/file_access_monitor/test_workflows/in4.csv,,,,,,,,14,0,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383122921 ,open-writeonly,/home/lubuntu/src/file_access_monitor/test_workflows/out4.csv,,,,,,,,,,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383122922 ,write-request,/home/lubuntu/src/file_access_monitor/test_workflows/out4.csv,,,,,,,,26,0,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383122922 ,write,/home/lubuntu/src/file_access_monitor/test_workflows/out4.csv,,,,,,,,26,0,SUCCESS,1000,3864,3856,python concat_csvs.py in1.csv in2.csv in3.csv in4.csv out4.csv 
1490383123974 ,open-writeonly,/home/lubuntu/src/file_access_monitor/test_workflows/out5.csv,,,,,,,,,,SUCCESS,1000,3871,3856,cp out3.csv out5.csv 
1490383123975 ,read-request,/home/lubuntu/src/file_access_monitor/test_workflows/out3.csv,,,,,,,,4096,0,SUCCESS,1000,3871,3856,cp out3.csv out5.csv 
1490383123975 ,read,/home/lubuntu/src/file_access_monitor/test_workflows/out3.csv,,,,,,,,26,0,SUCCESS,1000,3871,3856,cp out3.csv out5.csv 
1490383123975 ,write-request,/home/lubuntu/src/file_access_monitor/test_workflows/out5.csv,,,,,,,,26,0,SUCCESS,1000,3871,3856,cp out3.csv out5.csv 
1490383123975 ,write,/home/lubuntu/src/file_access_monitor/test_workflows/out5.csv,,,,,,,,26,0,SUCCESS,1000,3871,3856,cp out3.csv out5.csv 
1490383124980 ,open-writeonly,/home/lubuntu/src/file_access_monitor/test_workflows/out6.csv,,,,,,,,,,SUCCESS,1000,3873,3856,cp out4.csv out6.csv 
1490383124980 ,read-request,/home/lubuntu/src/file_access_monitor/test_workflows/out4.csv,,,,,,,,4096,0,SUCCESS,1000,3873,3856,cp out4.csv out6.csv 
1490383124980 ,read,/home/lubuntu/src/file_access_monitor/test_workflows/out4.csv,,,,,,,,26,0,SUCCESS,1000,3873,3856,cp out4.csv out6.csv 
1490383124981 ,write-request,/home/lubuntu/src/file_access_monitor/test_workflows/out6.csv,,,,,,,,26,0,SUCCESS,1000,3873,3856,cp out4.csv out6.csv 
1490383124981 ,write,/home/lubuntu/src/file_access_monitor/test_workflows/out6.csv,,,,,,,,26,0,SUCCESS,1000,3873,3856,cp out4.csv out6.csv 
1490383125986 ,open-writeonly,/home/lubuntu/src/file_access_monitor/test_workflows/out7.csv,,,,,,,,,,SUCCESS,1000,3875,3856,cp out5.csv out7.csv 
1490383125986 ,read-request,/home/lubuntu/src/file_access_monitor/test_workflows/out5.csv,,,,,,,,4096,0,SUCCESS,1000,3875,3856,cp out5.csv out7.csv 
1490383125986 ,read,/home/lubuntu/src/file_access_monitor/test_workflows/out5.csv,,,,,,,,26,0,SUCCESS,1000,3875,3856,cp out5.csv out7.csv 
1490383125986 ,write-request,/home/lubuntu/src/file_access_monitor/test_workflows/out7.csv,,,,,,,,26,0,SUCCESS,1000,3875,3856,cp out5.csv out7.csv 
1490383125986 ,write,/home/lubuntu/src/file_access_monitor/test_workflows/out7.csv,,,,,,,,26,0,SUCCESS,1000,3875,3856,cp out5.csv out7.csv 
1490383126991 ,open-writeonly,/home/lubuntu/src/file_access_monitor/test_workflows/out9.csv,,,,,,,,,,SUCCESS,1000,3877,3856,cp out7.csv out9.csv 
1490383126991 ,read-request,/home/lubuntu/src/file_access_monitor/test_workflows/out7.csv,,,,,,,,4096,0,SUCCESS,1000,3877,3856,cp out7.csv out9.csv 
1490383126991 ,read,/home/lubuntu/src/file_access_monitor/test_workflows/out7.csv,,,,,,,,26,0,SUCCESS,1000,3877,3856,cp out7.csv out9.csv 
1490383126992 ,write-request,/home/lubuntu/src/file_access_monitor/test_workflows/out9.csv,,,,,,,,26,0,SUCCESS,1000,3877,3856,cp out7.csv out9.csv 
1490383126992 ,write,/home/lubuntu/src/file_access_monitor/test_workflows/out9.csv,,,,,,,,26,0,SUCCESS,1000,3877,3856,cp out7.csv out9.csv 
